"","id","site","sex","age","viewcat","setting","viewenc","prebody","prelet","preform","prenumb","prerelat","preclasf","postbody","postlet","postform","postnumb","postrelat","postclasf","peabody","agecat","encour","regular","prebody_p","postbody_p","prelet_p","postlet_p","preform_p","postform_p","prenumb_p","postnumb_p","prerelat_p","postrelat_p","preclasf_p","postclasf_p","improve_body","improve_let","improve_form","improve_numb","improve_relat","improve_clasf","body_betatransf","let_betatransf","form_betatransf","numb_betatransf","relat_betatransf","clasf_betatransf","peabody_log"
"64",64,"adv_suburb","male",55,"once_twice","school","not_encouraged",23,16,5,32,10,13,28,28,15,46,13,17,55,1,0,1,71.875,87.5,27.5862068965517,48.2758620689655,25,75,59.2592592592593,85.1851851851852,58.8235294117647,76.4705882352941,54.1666666666667,70.8333333333333,15.625,20.6896551724138,50,25.9259259259259,17.6470588235294,16.6666666666667,0.578125,0.603448275862069,0.75,0.62962962962963,0.588235294117647,0.583333333333333,4.00733318523247
"65",65,"adv_suburb","female",55,"once_twice","home","not_encouraged",30,27,11,39,12,17,32,40,19,52,17,23,85,1,0,1,93.75,100,46.551724137931,68.9655172413793,55,95,72.2222222222222,96.2962962962963,70.5882352941177,100,70.8333333333333,95.8333333333333,6.25,22.4137931034483,40,24.0740740740741,29.4117647058823,25,0.53125,0.612068965517241,0.7,0.62037037037037,0.647058823529412,0.625,4.44265125649032
"66",66,"adv_suburb","female",56,"rare","home","encouraged",26,18,10,30,12,9,29,46,13,44,13,17,43,1,1,0,81.25,90.625,31.0344827586207,79.3103448275862,50,65,55.5555555555556,81.4814814814815,70.5882352941177,76.4705882352941,37.5,70.8333333333333,9.375,48.2758620689655,15,25.9259259259259,5.88235294117646,33.3333333333333,0.546875,0.741379310344828,0.575,0.62962962962963,0.529411764705882,0.666666666666667,3.76120011569356
"67",67,"adv_suburb","female",50,"three_five","school","encouraged",31,15,10,24,11,20,31,43,18,52,14,23,65,0,1,1,96.875,96.875,25.8620689655172,74.1379310344828,50,90,44.4444444444444,96.2962962962963,64.7058823529412,82.3529411764706,83.3333333333333,95.8333333333333,0,48.2758620689655,40,51.8518518518518,17.6470588235294,12.5,0.5,0.741379310344828,0.7,0.759259259259259,0.588235294117647,0.5625,4.17438726989564
"68",68,"adv_suburb","male",51,"three_five","school","encouraged",28,19,14,37,13,15,32,47,19,48,15,22,75,0,1,1,87.5,100,32.7586206896552,81.0344827586207,70,95,68.5185185185185,88.8888888888889,76.4705882352941,88.2352941176471,62.5,91.6666666666667,12.5,48.2758620689655,25,20.3703703703704,11.7647058823529,29.1666666666667,0.5625,0.741379310344828,0.625,0.601851851851852,0.558823529411765,0.645833333333333,4.31748811353631
"69",69,"adv_suburb","male",58,"three_five","school","not_encouraged",30,14,17,37,13,20,28,38,15,36,16,18,85,1,0,1,93.75,87.5,24.1379310344828,65.5172413793103,85,75,68.5185185185185,66.6666666666667,76.4705882352941,94.1176470588235,83.3333333333333,75,-6.25,41.3793103448276,-10,-1.85185185185185,17.6470588235294,-8.33333333333333,0.46875,0.706896551724138,0.45,0.490740740740741,0.588235294117647,0.458333333333333,4.44265125649032
"70",70,"adv_suburb","female",55,"over_five","school","not_encouraged",27,10,10,12,14,16,31,42,16,31,13,20,40,1,0,1,84.375,96.875,17.2413793103448,72.4137931034483,50,80,22.2222222222222,57.4074074074074,82.3529411764706,76.4705882352941,66.6666666666667,83.3333333333333,12.5,55.1724137931034,30,35.1851851851852,-5.88235294117648,16.6666666666667,0.5625,0.775862068965517,0.65,0.675925925925926,0.470588235294118,0.583333333333333,3.68887945411394
"71",71,"adv_suburb","female",41,"over_five","home","not_encouraged",24,22,14,42,14,21,30,49,19,50,14,22,58,0,0,1,75,93.75,37.9310344827586,84.4827586206897,70,95,77.7777777777778,92.5925925925926,82.3529411764706,82.3529411764706,87.5,91.6666666666667,18.75,46.551724137931,25,14.8148148148148,0,4.16666666666667,0.59375,0.732758620689655,0.625,0.574074074074074,0.5,0.520833333333333,4.06044301054642
"72",72,"adv_suburb","female",51,"over_five","home","not_encouraged",20,13,11,22,11,15,27,17,11,20,14,14,42,0,0,1,62.5,84.375,22.4137931034483,29.3103448275862,55,55,40.7407407407407,37.037037037037,64.7058823529412,82.3529411764706,62.5,58.3333333333333,21.875,6.89655172413793,0,-3.7037037037037,17.6470588235294,-4.16666666666666,0.609375,0.53448275862069,0.5,0.481481481481482,0.588235294117647,0.479166666666667,3.73766961828337
"73",73,"adv_suburb","male",52,"over_five","school","encouraged",29,13,9,18,10,10,30,23,17,28,12,17,69,1,1,1,90.625,93.75,22.4137931034483,39.6551724137931,45,85,33.3333333333333,51.8518518518519,58.8235294117647,70.5882352941177,41.6666666666667,70.8333333333333,3.125,17.2413793103448,40,18.5185185185185,11.7647058823529,29.1666666666667,0.515625,0.586206896551724,0.7,0.592592592592593,0.558823529411765,0.645833333333333,4.23410650459726
"74",74,"adv_suburb","female",54,"three_five","school","encouraged",30,26,13,23,10,17,32,42,12,37,12,19,58,1,1,1,93.75,100,44.8275862068966,72.4137931034483,65,60,42.5925925925926,68.5185185185185,58.8235294117647,70.5882352941177,70.8333333333333,79.1666666666667,6.25,27.5862068965517,-5,25.9259259259259,11.7647058823529,8.33333333333334,0.53125,0.637931034482759,0.475,0.62962962962963,0.558823529411765,0.541666666666667,4.06044301054642
"75",75,"adv_suburb","male",47,"over_five","home","encouraged",19,12,11,16,11,12,28,43,18,38,14,17,37,0,1,1,59.375,87.5,20.6896551724138,74.1379310344828,55,90,29.6296296296296,70.3703703703704,64.7058823529412,82.3529411764706,50,70.8333333333333,28.125,53.448275862069,35,40.7407407407407,17.6470588235294,20.8333333333333,0.640625,0.767241379310345,0.675,0.703703703703704,0.588235294117647,0.604166666666667,3.61091791264422
"76",76,"adv_suburb","male",50,"over_five","home","encouraged",31,30,15,47,15,19,23,48,19,49,13,20,62,0,1,1,96.875,71.875,51.7241379310345,82.7586206896552,75,95,87.037037037037,90.7407407407407,88.2352941176471,76.4705882352941,79.1666666666667,83.3333333333333,-25,31.0344827586207,20,3.70370370370371,-11.7647058823529,4.16666666666666,0.375,0.655172413793103,0.6,0.518518518518519,0.441176470588235,0.520833333333333,4.12713438504509
"77",77,"adv_suburb","female",55,"over_five","home","encouraged",31,13,18,39,15,24,31,51,19,50,14,23,99,1,1,1,96.875,96.875,22.4137931034483,87.9310344827586,90,95,72.2222222222222,92.5925925925926,88.2352941176471,82.3529411764706,100,95.8333333333333,0,65.5172413793103,5,20.3703703703704,-5.88235294117646,-4.16666666666667,0.5,0.827586206896552,0.525,0.601851851851852,0.470588235294118,0.479166666666667,4.59511985013459
"78",78,"adv_suburb","male",50,"three_five","school","encouraged",32,27,13,29,13,12,31,45,19,53,16,23,75,0,1,1,100,96.875,46.551724137931,77.5862068965517,65,95,53.7037037037037,98.1481481481482,76.4705882352941,94.1176470588235,50,95.8333333333333,-3.125,31.0344827586207,30,44.4444444444444,17.6470588235294,45.8333333333333,0.484375,0.655172413793103,0.65,0.722222222222222,0.588235294117647,0.729166666666667,4.31748811353631
"79",79,"adv_suburb","female",57,"once_twice","school","encouraged",31,19,14,36,13,11,32,50,17,47,15,22,82,1,1,1,96.875,100,32.7586206896552,86.2068965517241,70,85,66.6666666666667,87.037037037037,76.4705882352941,88.2352941176471,45.8333333333333,91.6666666666667,3.125,53.448275862069,15,20.3703703703704,11.7647058823529,45.8333333333333,0.515625,0.767241379310345,0.575,0.601851851851852,0.558823529411765,0.729166666666667,4.40671924726425
"80",80,"adv_suburb","female",55,"over_five","home","not_encouraged",20,12,9,16,11,18,30,30,14,18,12,16,47,1,0,1,62.5,93.75,20.6896551724138,51.7241379310345,45,70,29.6296296296296,33.3333333333333,64.7058823529412,70.5882352941177,75,66.6666666666667,31.25,31.0344827586207,25,3.70370370370371,5.88235294117648,-8.33333333333333,0.65625,0.655172413793103,0.625,0.518518518518518,0.529411764705882,0.458333333333333,3.85014760171006
"81",81,"adv_suburb","female",55,"over_five","home","not_encouraged",26,14,8,24,13,12,30,45,19,43,15,24,62,1,0,1,81.25,93.75,24.1379310344828,77.5862068965517,40,95,44.4444444444444,79.6296296296296,76.4705882352941,88.2352941176471,50,100,12.5,53.448275862069,55,35.1851851851852,11.7647058823529,50,0.5625,0.767241379310345,0.775,0.675925925925926,0.558823529411765,0.75,4.12713438504509
"82",82,"adv_suburb","male",50,"three_five","school","encouraged",30,44,15,45,12,11,32,53,19,52,15,23,67,0,1,1,93.75,100,75.8620689655172,91.3793103448276,75,95,83.3333333333333,96.2962962962963,70.5882352941177,88.2352941176471,45.8333333333333,95.8333333333333,6.25,15.5172413793103,20,12.962962962963,17.6470588235294,50,0.53125,0.577586206896552,0.6,0.564814814814815,0.588235294117647,0.75,4.20469261939097
"83",83,"adv_suburb","male",52,"three_five","school","encouraged",26,13,11,34,12,12,30,45,17,43,13,21,40,1,1,1,81.25,93.75,22.4137931034483,77.5862068965517,55,85,62.962962962963,79.6296296296296,70.5882352941177,76.4705882352941,50,87.5,12.5,55.1724137931035,30,16.6666666666667,5.88235294117646,37.5,0.5625,0.775862068965517,0.65,0.583333333333333,0.529411764705882,0.6875,3.68887945411394
"84",84,"adv_suburb","female",45,"once_twice","school","encouraged",28,12,9,16,7,8,28,21,14,32,9,17,41,0,1,1,87.5,87.5,20.6896551724138,36.2068965517241,45,70,29.6296296296296,59.2592592592593,41.1764705882353,52.9411764705882,33.3333333333333,70.8333333333333,0,15.5172413793103,25,29.6296296296296,11.7647058823529,37.5,0.5,0.577586206896552,0.625,0.648148148148148,0.558823529411765,0.6875,3.71357206670431
"85",85,"adv_suburb","female",52,"three_five","school","encouraged",24,14,8,18,8,7,28,43,12,41,13,15,56,1,1,1,75,87.5,24.1379310344828,74.1379310344828,40,60,33.3333333333333,75.9259259259259,47.0588235294118,76.4705882352941,29.1666666666667,62.5,12.5,50,20,42.5925925925926,29.4117647058823,33.3333333333333,0.5625,0.75,0.6,0.712962962962963,0.647058823529412,0.666666666666667,4.02535169073515
"86",86,"adv_suburb","male",53,"over_five","home","encouraged",26,17,15,32,13,16,27,37,15,31,14,23,73,1,1,1,81.25,84.375,29.3103448275862,63.7931034482759,75,75,59.2592592592593,57.4074074074074,76.4705882352941,82.3529411764706,66.6666666666667,95.8333333333333,3.125,34.4827586206897,0,-1.85185185185185,5.88235294117648,29.1666666666667,0.515625,0.672413793103448,0.5,0.490740740740741,0.529411764705882,0.645833333333333,4.29045944114839
"87",87,"adv_suburb","female",53,"over_five","school","not_encouraged",29,10,17,23,13,15,32,51,19,48,16,21,85,1,0,1,90.625,100,17.2413793103448,87.9310344827586,85,95,42.5925925925926,88.8888888888889,76.4705882352941,94.1176470588235,62.5,87.5,9.375,70.6896551724138,10,46.2962962962963,17.6470588235294,25,0.546875,0.853448275862069,0.55,0.731481481481481,0.588235294117647,0.625,4.44265125649032
"88",88,"adv_suburb","female",53,"once_twice","school","not_encouraged",23,12,12,15,11,17,28,20,15,19,8,19,59,1,0,1,71.875,87.5,20.6896551724138,34.4827586206897,60,75,27.7777777777778,35.1851851851852,64.7058823529412,47.0588235294118,70.8333333333333,79.1666666666667,15.625,13.7931034482759,15,7.4074074074074,-17.6470588235294,8.33333333333334,0.578125,0.568965517241379,0.575,0.537037037037037,0.411764705882353,0.541666666666667,4.07753744390572
"89",89,"adv_suburb","female",56,"three_five","home","not_encouraged",28,29,11,43,13,22,31,32,15,40,15,21,58,1,0,1,87.5,96.875,50,55.1724137931034,55,75,79.6296296296296,74.0740740740741,76.4705882352941,88.2352941176471,91.6666666666667,87.5,9.375,5.17241379310344,20,-5.55555555555556,11.7647058823529,-4.16666666666667,0.546875,0.525862068965517,0.6,0.472222222222222,0.558823529411765,0.479166666666667,4.06044301054642
"90",90,"adv_suburb","female",54,"over_five","school","not_encouraged",32,46,15,48,13,21,32,51,19,50,16,23,92,1,0,1,100,100,79.3103448275862,87.9310344827586,75,95,88.8888888888889,92.5925925925926,76.4705882352941,94.1176470588235,87.5,95.8333333333333,0,8.62068965517241,20,3.70370370370371,17.6470588235294,8.33333333333333,0.5,0.543103448275862,0.6,0.518518518518519,0.588235294117647,0.541666666666667,4.52178857704904
"91",91,"adv_suburb","male",50,"once_twice","school","encouraged",22,17,8,18,12,14,25,16,14,32,14,17,69,0,1,1,68.75,78.125,29.3103448275862,27.5862068965517,40,70,33.3333333333333,59.2592592592593,70.5882352941177,82.3529411764706,58.3333333333333,70.8333333333333,9.375,-1.72413793103448,30,25.9259259259259,11.7647058823529,12.5,0.546875,0.491379310344828,0.65,0.62962962962963,0.558823529411765,0.5625,4.23410650459726
"92",92,"adv_suburb","male",50,"three_five","home","encouraged",29,25,14,35,15,20,26,36,16,31,8,15,56,0,1,1,90.625,81.25,43.1034482758621,62.0689655172414,70,80,64.8148148148148,57.4074074074074,88.2352941176471,47.0588235294118,83.3333333333333,62.5,-9.375,18.9655172413793,10,-7.4074074074074,-41.1764705882353,-20.8333333333333,0.453125,0.594827586206897,0.55,0.462962962962963,0.294117647058824,0.395833333333333,4.02535169073515
"93",93,"adv_suburb","female",53,"over_five","home","encouraged",25,17,12,30,13,17,29,40,17,40,13,22,78,1,1,1,78.125,90.625,29.3103448275862,68.9655172413793,60,85,55.5555555555556,74.0740740740741,76.4705882352941,76.4705882352941,70.8333333333333,91.6666666666667,12.5,39.6551724137931,25,18.5185185185185,0,20.8333333333333,0.5625,0.698275862068966,0.625,0.592592592592593,0.5,0.604166666666667,4.35670882668959
"94",94,"adv_suburb","male",45,"over_five","home","encouraged",21,16,12,15,11,17,29,36,19,29,10,16,58,0,1,1,65.625,90.625,27.5862068965517,62.0689655172414,60,95,27.7777777777778,53.7037037037037,64.7058823529412,58.8235294117647,70.8333333333333,66.6666666666667,25,34.4827586206897,35,25.9259259259259,-5.88235294117647,-4.16666666666666,0.625,0.672413793103448,0.675,0.62962962962963,0.470588235294118,0.479166666666667,4.06044301054642
"95",95,"adv_suburb","female",56,"over_five","home","encouraged",32,22,15,32,11,13,31,46,20,51,14,24,78,1,1,1,100,96.875,37.9310344827586,79.3103448275862,75,100,59.2592592592593,94.4444444444444,64.7058823529412,82.3529411764706,54.1666666666667,100,-3.125,41.3793103448276,25,35.1851851851852,17.6470588235294,45.8333333333333,0.484375,0.706896551724138,0.625,0.675925925925926,0.588235294117647,0.729166666666667,4.35670882668959
"96",96,"adv_suburb","male",53,"three_five","home","encouraged",31,14,16,29,11,17,32,43,19,42,13,22,67,1,1,1,96.875,100,24.1379310344828,74.1379310344828,80,95,53.7037037037037,77.7777777777778,64.7058823529412,76.4705882352941,70.8333333333333,91.6666666666667,3.125,50,15,24.0740740740741,11.7647058823529,20.8333333333333,0.515625,0.75,0.575,0.62037037037037,0.558823529411765,0.604166666666667,4.20469261939097
"97",97,"adv_suburb","female",46,"over_five","home","encouraged",22,28,14,20,5,15,32,42,13,29,15,18,69,0,1,1,68.75,100,48.2758620689655,72.4137931034483,70,65,37.037037037037,53.7037037037037,29.4117647058824,88.2352941176471,62.5,75,31.25,24.1379310344828,-5,16.6666666666667,58.8235294117647,12.5,0.65625,0.620689655172414,0.475,0.583333333333333,0.794117647058824,0.5625,4.23410650459726
"98",98,"adv_suburb","female",46,"once_twice","home","not_encouraged",30,18,14,23,11,11,29,33,13,36,8,16,53,0,0,1,93.75,90.625,31.0344827586207,56.8965517241379,70,65,42.5925925925926,66.6666666666667,64.7058823529412,47.0588235294118,45.8333333333333,66.6666666666667,-3.125,25.8620689655172,-5,24.0740740740741,-17.6470588235294,20.8333333333333,0.484375,0.629310344827586,0.475,0.62037037037037,0.411764705882353,0.604166666666667,3.97029191355212
"99",99,"adv_suburb","male",50,"three_five","home","not_encouraged",18,13,8,14,11,12,19,23,11,31,12,17,55,0,0,1,56.25,59.375,22.4137931034483,39.6551724137931,40,55,25.9259259259259,57.4074074074074,64.7058823529412,70.5882352941177,50,70.8333333333333,3.125,17.2413793103448,15,31.4814814814815,5.88235294117648,20.8333333333333,0.515625,0.586206896551724,0.575,0.657407407407407,0.529411764705882,0.604166666666667,4.00733318523247
"100",0,"adv_suburb","female",47,"rare","home","not_encouraged",17,10,5,11,8,7,18,19,9,8,10,13,53,0,0,0,53.125,56.25,17.2413793103448,32.7586206896552,25,45,20.3703703703704,14.8148148148148,47.0588235294118,58.8235294117647,29.1666666666667,54.1666666666667,3.125,15.5172413793103,20,-5.55555555555556,11.7647058823529,25,0.515625,0.577586206896552,0.6,0.472222222222222,0.558823529411765,0.625,3.97029191355212
"101",101,"adv_suburb","male",56,"once_twice","school","encouraged",27,11,15,22,13,14,30,47,20,45,15,24,67,1,1,1,84.375,93.75,18.9655172413793,81.0344827586207,75,100,40.7407407407407,83.3333333333333,76.4705882352941,88.2352941176471,58.3333333333333,100,9.375,62.0689655172414,25,42.5925925925926,11.7647058823529,41.6666666666667,0.546875,0.810344827586207,0.625,0.712962962962963,0.558823529411765,0.708333333333333,4.20469261939097
"102",102,"adv_suburb","female",46,"three_five","home","encouraged",27,13,13,22,12,13,28,36,17,46,11,20,62,0,1,1,84.375,87.5,22.4137931034483,62.0689655172414,65,85,40.7407407407407,85.1851851851852,70.5882352941177,64.7058823529412,54.1666666666667,83.3333333333333,3.125,39.6551724137931,20,44.4444444444444,-5.88235294117648,29.1666666666667,0.515625,0.698275862068966,0.6,0.722222222222222,0.470588235294118,0.645833333333333,4.12713438504509
"103",103,"adv_suburb","female",45,"over_five","home","encouraged",21,23,14,27,13,20,31,48,19,44,11,24,59,0,1,1,65.625,96.875,39.6551724137931,82.7586206896552,70,95,50,81.4814814814815,76.4705882352941,64.7058823529412,83.3333333333333,100,31.25,43.1034482758621,25,31.4814814814815,-11.7647058823529,16.6666666666667,0.65625,0.71551724137931,0.625,0.657407407407407,0.441176470588235,0.583333333333333,4.07753744390572
"104",104,"adv_suburb","female",46,"over_five","home","encouraged",19,17,4,19,10,13,28,36,16,29,10,15,46,0,1,1,59.375,87.5,29.3103448275862,62.0689655172414,20,80,35.1851851851852,53.7037037037037,58.8235294117647,58.8235294117647,54.1666666666667,62.5,28.125,32.7586206896552,60,18.5185185185185,0,8.33333333333334,0.640625,0.663793103448276,0.8,0.592592592592593,0.5,0.541666666666667,3.8286413964891
"105",105,"adv_suburb","female",47,"three_five","home","encouraged",31,9,14,24,11,16,32,42,17,42,11,20,58,0,1,1,96.875,100,15.5172413793103,72.4137931034483,70,85,44.4444444444444,77.7777777777778,64.7058823529412,64.7058823529412,66.6666666666667,83.3333333333333,3.125,56.8965517241379,15,33.3333333333333,0,16.6666666666667,0.515625,0.78448275862069,0.575,0.666666666666667,0.5,0.583333333333333,4.06044301054642
"106",106,"adv_suburb","male",52,"once_twice","school","encouraged",26,16,12,30,14,16,27,29,20,41,15,21,92,1,1,1,81.25,84.375,27.5862068965517,50,60,100,55.5555555555556,75.9259259259259,82.3529411764706,88.2352941176471,66.6666666666667,87.5,3.125,22.4137931034483,40,20.3703703703704,5.88235294117646,20.8333333333333,0.515625,0.612068965517241,0.7,0.601851851851852,0.529411764705882,0.604166666666667,4.52178857704904
"107",107,"adv_suburb","female",52,"over_five","school","encouraged",24,15,12,30,14,14,31,45,18,49,13,23,48,1,1,1,75,96.875,25.8620689655172,77.5862068965517,60,90,55.5555555555556,90.7407407407407,82.3529411764706,76.4705882352941,58.3333333333333,95.8333333333333,21.875,51.7241379310345,30,35.1851851851852,-5.88235294117648,37.5,0.609375,0.758620689655172,0.65,0.675925925925926,0.470588235294118,0.6875,3.87120101090789
"108",108,"adv_suburb","male",56,"once_twice","home","encouraged",21,22,12,25,12,15,29,37,14,46,14,18,65,1,1,1,65.625,90.625,37.9310344827586,63.7931034482759,60,70,46.2962962962963,85.1851851851852,70.5882352941177,82.3529411764706,62.5,75,25,25.8620689655172,10,38.8888888888889,11.7647058823529,12.5,0.625,0.629310344827586,0.55,0.694444444444444,0.558823529411765,0.5625,4.17438726989564
"109",109,"adv_suburb","male",48,"over_five","home","encouraged",28,22,13,19,11,8,32,48,18,43,15,19,67,0,1,1,87.5,100,37.9310344827586,82.7586206896552,65,90,35.1851851851852,79.6296296296296,64.7058823529412,88.2352941176471,33.3333333333333,79.1666666666667,12.5,44.8275862068966,25,44.4444444444444,23.5294117647059,45.8333333333333,0.5625,0.724137931034483,0.625,0.722222222222222,0.61764705882353,0.729166666666667,4.20469261939097
"110",110,"adv_suburb","male",49,"three_five","home","encouraged",25,16,13,18,15,15,27,48,13,45,15,18,59,0,1,1,78.125,84.375,27.5862068965517,82.7586206896552,65,65,33.3333333333333,83.3333333333333,88.2352941176471,88.2352941176471,62.5,75,6.25,55.1724137931035,0,50,0,12.5,0.53125,0.775862068965517,0.5,0.75,0.5,0.5625,4.07753744390572
"111",111,"adv_suburb","female",55,"over_five","school","encouraged",32,8,13,23,11,17,29,35,18,36,11,19,39,1,1,1,100,90.625,13.7931034482759,60.3448275862069,65,90,42.5925925925926,66.6666666666667,64.7058823529412,64.7058823529412,70.8333333333333,79.1666666666667,-9.375,46.551724137931,25,24.0740740740741,0,8.33333333333334,0.453125,0.732758620689655,0.625,0.62037037037037,0.5,0.541666666666667,3.66356164612965
"112",112,"adv_suburb","female",45,"three_five","home","encouraged",22,15,12,20,9,14,25,21,15,21,9,16,47,0,1,1,68.75,78.125,25.8620689655172,36.2068965517241,60,75,37.037037037037,38.8888888888889,52.9411764705882,52.9411764705882,58.3333333333333,66.6666666666667,9.375,10.3448275862069,15,1.85185185185185,0,8.33333333333334,0.546875,0.551724137931034,0.575,0.509259259259259,0.5,0.541666666666667,3.85014760171006
"113",113,"adv_suburb","male",45,"three_five","home","encouraged",32,16,14,30,11,17,25,26,17,39,13,19,51,0,1,1,100,78.125,27.5862068965517,44.8275862068966,70,85,55.5555555555556,72.2222222222222,64.7058823529412,76.4705882352941,70.8333333333333,79.1666666666667,-21.875,17.2413793103448,15,16.6666666666667,11.7647058823529,8.33333333333334,0.390625,0.586206896551724,0.575,0.583333333333333,0.558823529411765,0.541666666666667,3.93182563272433
"114",114,"adv_suburb","female",48,"over_five","home","encouraged",31,6,8,13,7,13,29,32,15,23,7,16,43,0,1,1,96.875,90.625,10.3448275862069,55.1724137931034,40,75,24.0740740740741,42.5925925925926,41.1764705882353,41.1764705882353,54.1666666666667,66.6666666666667,-6.25,44.8275862068965,35,18.5185185185185,0,12.5,0.46875,0.724137931034483,0.675,0.592592592592593,0.5,0.5625,3.76120011569356
"115",115,"adv_suburb","male",58,"rare","home","not_encouraged",19,14,12,23,11,10,28,15,10,34,11,7,65,1,0,0,59.375,87.5,24.1379310344828,25.8620689655172,60,50,42.5925925925926,62.962962962963,64.7058823529412,64.7058823529412,41.6666666666667,29.1666666666667,28.125,1.72413793103448,-10,20.3703703703704,0,-12.5,0.640625,0.508620689655172,0.45,0.601851851851852,0.5,0.4375,4.17438726989564
"116",116,"adv_rural","male",55,"once_twice","home","encouraged",20,16,7,14,9,9,21,11,13,20,13,13,39,1,1,1,62.5,65.625,27.5862068965517,18.9655172413793,35,65,25.9259259259259,37.037037037037,52.9411764705882,76.4705882352941,37.5,54.1666666666667,3.125,-8.62068965517241,30,11.1111111111111,23.5294117647059,16.6666666666667,0.515625,0.456896551724138,0.65,0.555555555555556,0.61764705882353,0.583333333333333,3.66356164612965
"117",117,"adv_rural","female",48,"rare","home","not_encouraged",20,15,5,13,8,7,21,14,3,17,10,7,33,0,0,0,62.5,65.625,25.8620689655172,24.1379310344828,25,15,24.0740740740741,31.4814814814815,47.0588235294118,58.8235294117647,29.1666666666667,29.1666666666667,3.125,-1.72413793103448,-10,7.40740740740741,11.7647058823529,0,0.515625,0.491379310344828,0.45,0.537037037037037,0.558823529411765,0.5,3.49650756146648
"118",118,"adv_rural","female",52,"three_five","home","encouraged",14,6,3,9,4,8,18,19,20,18,12,20,34,1,1,1,43.75,56.25,10.3448275862069,32.7586206896552,15,100,16.6666666666667,33.3333333333333,23.5294117647059,70.5882352941177,33.3333333333333,83.3333333333333,12.5,22.4137931034483,85,16.6666666666667,47.0588235294118,50,0.5625,0.612068965517241,0.925,0.583333333333333,0.735294117647059,0.75,3.52636052461616
"119",119,"adv_rural","female",58,"rare","home","encouraged",20,11,5,25,9,7,26,16,10,23,12,12,35,1,1,0,62.5,81.25,18.9655172413793,27.5862068965517,25,50,46.2962962962963,42.5925925925926,52.9411764705882,70.5882352941177,29.1666666666667,50,18.75,8.62068965517241,25,-3.7037037037037,17.6470588235294,20.8333333333333,0.59375,0.543103448275862,0.625,0.481481481481482,0.588235294117647,0.604166666666667,3.55534806148941
"120",120,"adv_rural","male",50,"three_five","school","not_encouraged",13,12,5,11,10,9,21,18,10,19,10,9,32,0,0,1,40.625,65.625,20.6896551724138,31.0344827586207,25,50,20.3703703703704,35.1851851851852,58.8235294117647,58.8235294117647,37.5,37.5,25,10.3448275862069,25,14.8148148148148,0,0,0.625,0.551724137931034,0.625,0.574074074074074,0.5,0.5,3.46573590279973
"121",121,"adv_rural","male",58,"three_five","school","not_encouraged",22,19,11,35,10,17,23,44,18,46,13,19,44,1,0,1,68.75,71.875,32.7586206896552,75.8620689655172,55,90,64.8148148148148,85.1851851851852,58.8235294117647,76.4705882352941,70.8333333333333,79.1666666666667,3.125,43.1034482758621,35,20.3703703703704,17.6470588235294,8.33333333333334,0.515625,0.71551724137931,0.675,0.601851851851852,0.588235294117647,0.541666666666667,3.78418963391826
"122",122,"adv_rural","female",49,"over_five","school","not_encouraged",14,13,7,5,5,7,17,16,12,19,12,15,31,0,0,1,43.75,53.125,22.4137931034483,27.5862068965517,35,60,9.25925925925926,35.1851851851852,29.4117647058824,70.5882352941177,29.1666666666667,62.5,9.375,5.17241379310344,25,25.9259259259259,41.1764705882353,33.3333333333333,0.546875,0.525862068965517,0.625,0.62962962962963,0.705882352941177,0.666666666666667,3.43398720448515
"123",123,"adv_rural","male",56,"over_five","school","not_encouraged",24,17,9,16,11,10,29,35,17,40,14,19,44,1,0,1,75,90.625,29.3103448275862,60.3448275862069,45,85,29.6296296296296,74.0740740740741,64.7058823529412,82.3529411764706,41.6666666666667,79.1666666666667,15.625,31.0344827586207,40,44.4444444444444,17.6470588235294,37.5,0.578125,0.655172413793103,0.7,0.722222222222222,0.588235294117647,0.6875,3.78418963391826
"124",124,"adv_rural","male",50,"rare","home","not_encouraged",7,14,4,10,5,5,19,15,13,14,13,17,27,0,0,0,21.875,59.375,24.1379310344828,25.8620689655172,20,65,18.5185185185185,25.9259259259259,29.4117647058824,76.4705882352941,20.8333333333333,70.8333333333333,37.5,1.72413793103448,45,7.40740740740741,47.0588235294118,50,0.6875,0.508620689655172,0.725,0.537037037037037,0.735294117647059,0.75,3.29583686600433
"125",125,"adv_rural","female",49,"rare","home","encouraged",20,18,3,14,6,6,11,12,6,8,9,5,29,0,1,0,62.5,34.375,31.0344827586207,20.6896551724138,15,30,25.9259259259259,14.8148148148148,35.2941176470588,52.9411764705882,25,20.8333333333333,-28.125,-10.3448275862069,15,-11.1111111111111,17.6470588235294,-4.16666666666667,0.359375,0.448275862068966,0.575,0.444444444444444,0.588235294117647,0.479166666666667,3.36729582998647
"126",126,"adv_rural","male",46,"once_twice","home","encouraged",15,14,8,23,14,12,25,18,14,30,12,16,47,0,1,1,46.875,78.125,24.1379310344828,31.0344827586207,40,70,42.5925925925926,55.5555555555556,82.3529411764706,70.5882352941177,50,66.6666666666667,31.25,6.89655172413793,30,12.962962962963,-11.7647058823529,16.6666666666667,0.65625,0.53448275862069,0.65,0.564814814814815,0.441176470588235,0.583333333333333,3.85014760171006
